subj ebm_aic ebm_Bev ebm_weight Lag_aic Lag_Bev Lag_Blag
62075	187.53916655	1.75151921584	0.487202258147	187.539166589	0.577320865216	0.85331746584	
62076	274.412108034	0.093340760465	6.80044113313e-09	274.412107711	0.0933525674738	3.86863116365e-11	
302	166.094769382	1.06874671806	0.999271862019	166.094498014	0.00110087409931	1.06797718661	
303	280.98717645	0.0472927608311	1.24849068766e-09	280.988650081	0.0486596661724	6.26276431818e-10	
314	168.32078363	3.39068264301	0.325975020183	168.320783736	2.75036415164e-09	1.10528931975	
317	271.009094079	5.71706590263	3.13826920902e-06	271.049335826	2.23330072072	6.30495333772e-09	
320	265.144900873	0.207085426642	0.428655632573	265.144900873	0.118317507333	0.0887689573845	
321	241.456816858	0.752206474144	0.553787367375	241.45681691	1.38827613352e-09	0.416558535204	
4010	233.936860199	13.0485024187	1.73356501888e-09	233.945051949	12.5750951323	1.41724331538e-05	
324	266.17417573	0.26391745103	8.06737996189e-09	266.174175753	0.263816259012	2.27413679812e-10	
330	223.952281908	0.276976353342	2.52369099459e-08	223.95228473	0.277015530084	2.40286822147e-08	
333	258.955399848	9.12393571371	0.0226973525128	258.959753484	5.33624084518	0.207377194282	
4047	278.03593517	0.0964831482452	0.932740201905	278.035935156	2.06168560333e-12	0.0899916532475	
345	144.146839748	0.646896513949	0.130543108599	144.146839771	0.56246096482	0.0844492877738	
2047	283.24127589	0.00373299813222	4.27269936092e-05	283.241295661	0.00368296386645	1.35590096911e-06	
2049	276.405636756	0.10463064985	0.999999999996	276.405637204	8.64166640273e-10	0.104655355857	
2050	275.412717792	0.070543211475	7.49592291034e-08	275.41293855	0.0702676371744	9.07397843719e-08	
22035	218.291132702	1.20818117737	1.60794841246e-06	217.535776961	17.7968888427	7.9884416706e-06	
22036	275.461071389	0.121102178304	0.999999998406	275.461071403	1.08200972636e-09	0.121074498196	
22037	283.258872224	0.0	0.463812956421	283.258873535	0.363373703597	9.19794130801e-11	
22038	265.292271708	3.16441533494	3.68896556057e-06	265.299424754	2.46877179752	0.000136177661414	
001	283.258872224	1.4636580612e-13	0.388443573099	283.258889647	1.20140739898e-08	3.11223348197e-07	
002	241.153668362	75.6258835395	0.00110872038084	241.156953049	71.3239199042	0.0830438492692	
003	277.890130583	0.15516114686	1.50343981111e-09	111.236082449	2.14641761983	3.74493208665e-09	
004	260.951711412	4.50090705217	0.0553880295019	260.948157664	25.0819395385	0.249738594964	
3001	192.488688988	0.866866201222	0.999999999988	192.48868907	1.15915637266e-09	0.866871653638	
3003	277.070849407	0.121743953899	0.525442314102	277.070849409	0.0577742208162	0.0639694831031	
3004	273.020380956	0.354552763902	4.25976618672e-10	242.929129265	1.23246749619	3.28492059427e-08	
3005	222.833431623	0.580781888795	0.985916447399	222.833431625	0.00817868631626	0.572607350278	
3006	240.83992721	0.407297007933	0.999999998485	240.839927216	5.60149526032e-10	0.40729378751	
3007	281.353283868	0.0553069747764	1.75010656913e-06	281.353284038	0.0552705558117	2.46132790857e-07	
3008	253.317593223	0.373578909466	0.794474785636	253.317593218	0.0767752467294	0.296794092876	
3009	283.258872229	8.86753900416e-11	0.00363061577664	282.184191239	0.213341749845	1.38460223865e-10	
4359	241.962346931	0.367280020065	0.309357205102	241.962347272	0.253672988294	0.1136397149	
352	238.447874562	2.03725856334	0.213036828068	238.447874558	5.62662616889e-11	0.434011110888	
353	283.258872225	8.80814880768e-12	0.276073529342	283.258894969	8.56326082212e-08	4.54744541157e-08	
354	174.236969121	1.03781616859	0.999999999595	174.236969126	6.91700640024e-10	1.03781673467	
